id,desc,memo,ship_skin_id,draw_able_name,parameter,mode,start_value,range,parts_data,ignore_react,react_condition,ignore_action,range_abs,drag_direct,react_pos_x,react_pos_y,offset_circle,offset_x,offset_y,smooth,revert_smooth,revert,save_parameter,revert_action_index,revert_idle_index,gyro,gyro_x,gyro_y,gyro_z,limit_time,listener_data,action_trigger,action_trigger_active,shop_action,relation_parameter
19903316,,ankeleiqi_4,199033,TouchIdle21,Paramtouch_idle21,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 6,idle_focus = 1}",,
19903317,在idle6，不点击，自动播放touchidle16并进idle1,ankeleiqi_4,199033,TouchIdle6,,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 10 ,action = 'touch_idle16',trigger_name = 'idle',trigger_index=6,trigger_rate=0.85}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 1}",,
19903318,在idle6，6~10点击，播放touchidle6并进idle7,ankeleiqi_4,199033,TouchIdle6,,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 11 ,action = 'touch_idle6',num={6,10},parameter='Paramtouch_idle6'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 7}",,
19903319,在idle6，0~6点击，播放touchidle16并进idle1,ankeleiqi_4,199033,TouchIdle6,,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 11 ,action = 'touch_idle16',num={0,6},parameter='Paramtouch_idle6'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 1}",,
19903320,,ankeleiqi_4,199033,TouchIdle15,Paramtouch_idle15,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle7'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 9}",,
19903321,,ankeleiqi_4,199033,TouchIdle7,Paramtouch_idle7,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 7,idle_focus = 1}",,
19903322,,ankeleiqi_4,199033,TouchIdle8,Paramtouch_idle8,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 8,idle_focus = 1}",,
19903323,,ankeleiqi_4,199033,TouchIdle9,Paramtouch_idle9,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle9'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 1}",,
19903324,,ankeleiqi_4,199033,TouchDrag6,touch_drag6,1,0,"{0,4}",,1,,1,1,1,,,,50,0,100,35,150,,,,0,0,0,0,1,,,,,
19903325,,ankeleiqi_4,199033,TouchDrag7,touch_drag7,1,0,"{0,4}",,1,,1,1,1,,,,-50,0,100,35,150,,,,0,0,0,0,1,,,,,
19903326,,ankeleiqi_4,199033,TouchDrag8,touch_drag8,1,0,"{0,10}",,1,,1,1,1,,,,0,-50,100,100,-1,,,,0,0,0,0,1,,,,,
19903327,,ankeleiqi_4,199033,TouchDrag1,touch_drag1,1,0,"{0,10}",,1,,1,1,1,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 10,circle = true}",,,
19903328,,ankeleiqi_4,199033,TouchDrag2,touch_drag2,1,0,"{0,10}",,1,,1,1,1,,,,0,0,100,100,-1,,,,0,0,0,0,0.3,,"{type = 2,target = 10,circle = true}",,,
19903329,,ankeleiqi_4,199033,TouchDrag3,touch_drag3,1,0,"{0,10}",,1,,1,1,1,,,,0,0,100,100,-1,,,,0,0,0,0,0.3,,"{type = 2,target = 10,circle = true}",,,
19903330,,ankeleiqi_4,199033,TouchDrag4,touch_drag4,1,0,"{0,10}",,1,,1,1,1,,,,0,0,100,100,-1,,,,0,0,0,0,0.3,,"{type = 2,target = 10,circle = true}",,,
19903331,,ankeleiqi_4,199033,TouchDrag5,,1,0,"{0,10}",,1,,1,1,1,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag5'}",,,
19903332,,ankeleiqi_4,199033,TouchDrag5,touch_drag5,1,0,"{0,10}",,1,,1,1,1,,,,0,0,100,500,15000,,,,0,0,0,0,1,,"{type = 10 ,target=10,trigger_name = 'touch_drag5',trigger_index=13,trigger_rate=0.22}",,,
19903333,,ankeleiqi_4,199033,TouchDrag9,touch_drag9,1,0,"{0,10}",,1,,1,1,0,,,,0,0,200,100,-1,,,,0,0,0,0,1,"{type=1,change={{1,{'touch_idle14'},-10}}}","{type = 6,action_list={{action=''},{action=''},{action=''},{action=''}}}",,0,"{list={{name='touch_drag9',type=103,mode=1,relation_value={0,3,6,10},range = {0,10},range_abs = 0 ,drag_direct = 0}}} "
19903334,,ankeleiqi_4,199033,,,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 12,parameter = 'touch_drag1',num={0.01,10}}","{enable = {},ignore = {'main_1','main_2','main_3','main_4','main_5','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_special','wedding','touch_idle1'}}",,
80601101,,beilaosenlin_2,806011,TouchIdle1,empty,1,0,"{0,1}",,1,{idle_on={0}},1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle1'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 1}",,
80601102,,beilaosenlin_2,806011,TouchIdle2,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle2'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 2}",,
80601103,,beilaosenlin_2,806011,TouchIdle3,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle3'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 3}",,
80601104,,beilaosenlin_2,806011,TouchIdle4,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle10'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 7}",,
80601105,,beilaosenlin_2,806011,TouchIdle5,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle5'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 4}",,
80601106,,beilaosenlin_2,806011,TouchIdle6,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle6'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 5}",,
80601107,,beilaosenlin_2,806011,TouchIdle7,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle7'}","{enable = {},ignore = {},idle = 0}",,
80601108,,beilaosenlin_2,806011,TouchIdle8,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle11'}","{enable = {},ignore = {},idle = 0}",,
80601109,,beilaosenlin_2,806011,TouchIdle9,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle8'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 6}",,
80601110,,beilaosenlin_2,806011,TouchIdle10,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle9'}","{enable = {},ignore = {},idle = 0}",,
80601111,,beilaosenlin_2,806011,TouchDrag2,,2,0,"{-30,30}",,1,,1,0,0,,,,14,6,100,100,100,,1,1,0,0,0,0,1,,,,0,"{list={{name='touch_drag2',type=101},{name='touch_drag3',type=102}}}"
80601112,,beilaosenlin_2,806011,TouchDrag1,touch_drag1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 3 , action_list = {{action =  'touch_drag1',time = 1}}}",,,
80601113,,beilaosenlin_2,806011,TouchIdle12,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle12'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 9}",,
80601114,,beilaosenlin_2,806011,TouchIdle14,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle14'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 8}",,
80601115,,beilaosenlin_2,806011,TouchIdle15,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle15'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 10}",,
80601116,,beilaosenlin_2,806011,TouchIdle16,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle16'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 11}",,
80601117,,beilaosenlin_2,806011,TouchIdle17,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle17'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 12}",,
80601118,,beilaosenlin_2,806011,TouchIdle18,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle18'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 13}",,
